client_id,rep_id,territory,drug,drug_class,month,rx_volume,target_rx,calls_made,samples_distributed
CLT003,REP06,TER-W2,Lisinopril,Cardiovascular,2024-03-01,475,364,51,49
CLT003,REP06,TER-W2,Lisinopril,Cardiovascular,2024-04-01,405,364,43,26
CLT003,REP06,TER-W2,Lisinopril,Cardiovascular,2024-05-01,577,364,25,23
CLT003,REP06,TER-W2,Lisinopril,Cardiovascular,2024-06-01,508,364,56,24
CLT003,REP06,TER-W2,Lisinopril,Cardiovascular,2024-07-01,467,364,78,25
CLT003,REP06,TER-W2,Lisinopril,Cardiovascular,2024-08-01,478,364,47,25
CLT003,REP06,TER-W2,Lisinopril,Cardiovascular,2024-09-01,457,364,47,41
CLT003,REP06,TER-W2,Lisinopril,Cardiovascular,2024-10-01,410,364,64,11
CLT003,REP06,TER-W2,Lisinopril,Cardiovascular,2024-11-01,355,364,43,24
CLT003,REP06,TER-W2,Lisinopril,Cardiovascular,2024-12-01,407,364,62,40
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-01-01,610,662,76,25
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-02-01,676,662,54,39
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-03-01,707,662,24,38
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-04-01,850,662,58,43
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-05-01,775,662,24,39
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-06-01,830,662,25,13
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-07-01,802,662,61,27
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-08-01,863,662,34,49
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-09-01,618,662,29,29
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-10-01,685,662,25,12
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-11-01,656,662,51,13
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2022-12-01,659,662,23,26
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-01-01,591,662,41,15
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-02-01,748,662,54,31
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-03-01,719,662,74,20
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-04-01,734,662,32,12
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-05-01,683,662,78,18
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-06-01,765,662,42,19
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-07-01,760,662,66,32
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-08-01,848,662,49,34
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-09-01,738,662,67,34
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-10-01,685,662,29,23
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-11-01,715,662,49,34
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2023-12-01,711,662,33,44
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-01-01,610,662,54,20
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-02-01,736,662,30,30
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-03-01,755,662,21,21
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-04-01,806,662,76,27
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-05-01,751,662,72,35
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-06-01,1002,662,35,15
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-07-01,845,662,66,21
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-08-01,926,662,79,22
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-09-01,791,662,45,36
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-10-01,743,662,46,24
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-11-01,727,662,66,49
CLT003,REP15,TER-N1,Losartan,Cardiovascular,2024-12-01,673,662,79,21
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-01-01,283,390,75,45
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-02-01,334,390,40,17
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-03-01,290,390,31,46
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-04-01,354,390,49,32
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-05-01,415,390,64,46
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-06-01,377,390,48,12
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-07-01,459,390,71,28
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-08-01,375,390,32,30
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-09-01,372,390,71,38
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-10-01,349,390,39,34
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-11-01,291,390,41,41
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2022-12-01,273,390,35,27
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-01-01,354,390,32,38
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-02-01,313,390,55,31
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-03-01,328,390,28,48
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-04-01,360,390,70,28
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-05-01,445,390,34,29
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-06-01,437,390,28,41
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-07-01,408,390,39,32
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-08-01,440,390,30,46
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-09-01,383,390,23,28
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-10-01,266,390,61,39
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-11-01,362,390,40,40
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2023-12-01,305,390,38,40
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-01-01,393,390,71,19
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-02-01,337,390,21,11
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-03-01,407,390,35,25
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-04-01,353,390,65,48
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-05-01,446,390,20,20
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-06-01,464,390,74,30
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-07-01,409,390,61,16
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-08-01,401,390,21,33
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-09-01,373,390,30,49
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-10-01,368,390,69,20
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-11-01,335,390,61,36
CLT003,REP15,TER-N1,Atorvastatin,Cardiovascular,2024-12-01,365,390,68,11
CLT003,REP15,TER-N1,Omeprazole,GI,2022-01-01,414,463,51,19
CLT003,REP15,TER-N1,Omeprazole,GI,2022-02-01,467,463,79,49
CLT003,REP15,TER-N1,Omeprazole,GI,2022-03-01,571,463,73,46
CLT003,REP15,TER-N1,Omeprazole,GI,2022-04-01,507,463,73,25
CLT003,REP15,TER-N1,Omeprazole,GI,2022-05-01,579,463,69,36
CLT003,REP15,TER-N1,Omeprazole,GI,2022-06-01,596,463,60,25
CLT003,REP15,TER-N1,Omeprazole,GI,2022-07-01,588,463,21,21
CLT003,REP15,TER-N1,Omeprazole,GI,2022-08-01,478,463,59,18
CLT003,REP15,TER-N1,Omeprazole,GI,2022-09-01,524,463,51,43
CLT003,REP15,TER-N1,Omeprazole,GI,2022-10-01,499,463,67,29
CLT003,REP15,TER-N1,Omeprazole,GI,2022-11-01,530,463,70,45
CLT003,REP15,TER-N1,Omeprazole,GI,2022-12-01,460,463,43,36
CLT003,REP15,TER-N1,Omeprazole,GI,2023-01-01,521,463,21,38
CLT003,REP15,TER-N1,Omeprazole,GI,2023-02-01,530,463,34,21
CLT003,REP15,TER-N1,Omeprazole,GI,2023-03-01,501,463,58,33
CLT003,REP15,TER-N1,Omeprazole,GI,2023-04-01,613,463,40,19
CLT003,REP15,TER-N1,Omeprazole,GI,2023-05-01,692,463,43,23
CLT003,REP15,TER-N1,Omeprazole,GI,2023-06-01,654,463,53,21
CLT003,REP15,TER-N1,Omeprazole,GI,2023-07-01,643,463,64,45
CLT003,REP15,TER-N1,Omeprazole,GI,2023-08-01,602,463,41,23
CLT003,REP15,TER-N1,Omeprazole,GI,2023-09-01,496,463,64,45
CLT003,REP15,TER-N1,Omeprazole,GI,2023-10-01,565,463,39,27
CLT003,REP15,TER-N1,Omeprazole,GI,2023-11-01,438,463,64,25
CLT003,REP15,TER-N1,Omeprazole,GI,2023-12-01,510,463,78,14
CLT003,REP15,TER-N1,Omeprazole,GI,2024-01-01,551,463,33,48
CLT003,REP15,TER-N1,Omeprazole,GI,2024-02-01,600,463,50,23
CLT003,REP15,TER-N1,Omeprazole,GI,2024-03-01,542,463,64,32
CLT003,REP15,TER-N1,Omeprazole,GI,2024-04-01,690,463,33,16
CLT003,REP15,TER-N1,Omeprazole,GI,2024-05-01,677,463,36,43
CLT003,REP15,TER-N1,Omeprazole,GI,2024-06-01,667,463,24,36
CLT003,REP15,TER-N1,Omeprazole,GI,2024-07-01,754,463,78,23
CLT003,REP15,TER-N1,Omeprazole,GI,2024-08-01,608,463,34,42
CLT003,REP15,TER-N1,Omeprazole,GI,2024-09-01,544,463,42,41
CLT003,REP15,TER-N1,Omeprazole,GI,2024-10-01,565,463,59,22
CLT003,REP15,TER-N1,Omeprazole,GI,2024-11-01,529,463,28,38
CLT003,REP15,TER-N1,Omeprazole,GI,2024-12-01,539,463,25,34
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-01-01,596,684,63,32
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-02-01,533,684,51,20
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-03-01,671,684,35,44
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-04-01,763,684,39,12
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-05-01,782,684,66,10
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-06-01,905,684,36,11
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-07-01,906,684,48,42
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-08-01,862,684,22,44
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-09-01,692,684,39,29
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-10-01,705,684,28,48
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-11-01,648,684,57,36
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2022-12-01,692,684,64,22
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-01-01,714,684,47,31
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-02-01,740,684,62,28
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-03-01,777,684,45,35
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-04-01,722,684,42,22
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-05-01,807,684,38,48
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-06-01,892,684,70,21
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-07-01,822,684,30,35
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-08-01,833,684,61,36
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-09-01,783,684,38,15
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-10-01,769,684,65,47
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-11-01,632,684,54,49
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2023-12-01,696,684,27,16
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-01-01,663,684,44,21
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-02-01,866,684,45,47
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-03-01,672,684,72,46
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-04-01,922,684,65,33
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-05-01,876,684,71,13
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-06-01,1000,684,30,41
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-07-01,901,684,30,37
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-08-01,993,684,73,32
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-09-01,780,684,62,35
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-10-01,828,684,44,38
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-11-01,727,684,33,44
CLT003,REP15,TER-N1,Lisinopril,Cardiovascular,2024-12-01,588,684,49,37
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-01-01,530,724,44,47
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-02-01,621,724,61,47
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-03-01,508,724,26,31
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-04-01,607,724,36,27
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-05-01,680,724,76,16
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-06-01,697,724,67,47
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-07-01,693,724,63,43
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-08-01,725,724,23,26
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-09-01,717,724,23,10
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-10-01,638,724,26,39
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-11-01,528,724,27,33
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2022-12-01,540,724,38,45
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-01-01,530,724,46,41
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-02-01,610,724,33,27
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-03-01,714,724,50,13
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-04-01,721,724,56,26
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-05-01,631,724,67,48
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-06-01,784,724,60,13
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-07-01,720,724,21,21
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-08-01,666,724,49,45
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-09-01,639,724,26,10
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-10-01,674,724,77,35
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-11-01,615,724,50,46
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2023-12-01,465,724,49,42
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-01-01,619,724,49,36
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-02-01,615,724,58,18
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-03-01,715,724,72,24
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-04-01,662,724,21,48
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-05-01,758,724,22,16
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-06-01,801,724,62,27
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-07-01,717,724,52,40
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-08-01,731,724,77,20
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-09-01,732,724,68,43
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-10-01,727,724,48,33
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-11-01,690,724,25,34
CLT003,REP20,TER-N1,Losartan,Cardiovascular,2024-12-01,625,724,74,30
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-01-01,663,746,51,37
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-02-01,722,746,70,18
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-03-01,808,746,72,41
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-04-01,877,746,78,19
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-05-01,732,746,26,38
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-06-01,961,746,78,12
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-07-01,858,746,34,44
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-08-01,818,746,25,21
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-09-01,818,746,38,12
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-10-01,595,746,27,17
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-11-01,692,746,23,30
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2022-12-01,700,746,22,17
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-01-01,806,746,67,18
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-02-01,873,746,79,23
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-03-01,834,746,56,10
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-04-01,794,746,29,25
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-05-01,902,746,44,21
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-06-01,1023,746,44,26
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-07-01,996,746,33,45
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-08-01,959,746,76,32
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-09-01,912,746,37,37
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-10-01,654,746,70,36
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-11-01,715,746,51,29
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2023-12-01,813,746,47,42
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-01-01,781,746,58,39
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-02-01,804,746,64,22
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-03-01,781,746,29,21
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-04-01,976,746,66,22
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-05-01,919,746,30,28
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-06-01,906,746,54,48
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-07-01,1039,746,73,33
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-08-01,928,746,60,10
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-09-01,915,746,42,28
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-10-01,824,746,37,21
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-11-01,748,746,78,42
CLT003,REP20,TER-N1,Atorvastatin,Cardiovascular,2024-12-01,866,746,38,37
CLT003,REP20,TER-N1,Omeprazole,GI,2022-01-01,377,431,57,22
CLT003,REP20,TER-N1,Omeprazole,GI,2022-02-01,492,431,42,31
CLT003,REP20,TER-N1,Omeprazole,GI,2022-03-01,473,431,79,17
CLT003,REP20,TER-N1,Omeprazole,GI,2022-04-01,462,431,63,31
CLT003,REP20,TER-N1,Omeprazole,GI,2022-05-01,580,431,62,32
CLT003,REP20,TER-N1,Omeprazole,GI,2022-06-01,485,431,51,39
CLT003,REP20,TER-N1,Omeprazole,GI,2022-07-01,521,431,34,42
CLT003,REP20,TER-N1,Omeprazole,GI,2022-08-01,526,431,40,48
CLT003,REP20,TER-N1,Omeprazole,GI,2022-09-01,551,431,37,33
CLT003,REP20,TER-N1,Omeprazole,GI,2022-10-01,495,431,70,49
CLT003,REP20,TER-N1,Omeprazole,GI,2022-11-01,408,431,67,29
CLT003,REP20,TER-N1,Omeprazole,GI,2022-12-01,352,431,46,15
CLT003,REP20,TER-N1,Omeprazole,GI,2023-01-01,458,431,76,40
CLT003,REP20,TER-N1,Omeprazole,GI,2023-02-01,418,431,40,35
CLT003,REP20,TER-N1,Omeprazole,GI,2023-03-01,443,431,68,32
CLT003,REP20,TER-N1,Omeprazole,GI,2023-04-01,526,431,39,46
CLT003,REP20,TER-N1,Omeprazole,GI,2023-05-01,512,431,77,15
CLT003,REP20,TER-N1,Omeprazole,GI,2023-06-01,592,431,30,47
CLT003,REP20,TER-N1,Omeprazole,GI,2023-07-01,547,431,21,49
CLT003,REP20,TER-N1,Omeprazole,GI,2023-08-01,508,431,22,44
CLT003,REP20,TER-N1,Omeprazole,GI,2023-09-01,463,431,43,44
CLT003,REP20,TER-N1,Omeprazole,GI,2023-10-01,515,431,20,45
CLT003,REP20,TER-N1,Omeprazole,GI,2023-11-01,436,431,62,43
CLT003,REP20,TER-N1,Omeprazole,GI,2023-12-01,368,431,44,25
CLT003,REP20,TER-N1,Omeprazole,GI,2024-01-01,486,431,38,34
CLT003,REP20,TER-N1,Omeprazole,GI,2024-02-01,487,431,35,18
CLT003,REP20,TER-N1,Omeprazole,GI,2024-03-01,460,431,53,25
CLT003,REP20,TER-N1,Omeprazole,GI,2024-04-01,566,431,63,49
CLT003,REP20,TER-N1,Omeprazole,GI,2024-05-01,546,431,64,15
CLT003,REP20,TER-N1,Omeprazole,GI,2024-06-01,546,431,40,15
CLT003,REP20,TER-N1,Omeprazole,GI,2024-07-01,555,431,58,40
CLT003,REP20,TER-N1,Omeprazole,GI,2024-08-01,572,431,61,19
CLT003,REP20,TER-N1,Omeprazole,GI,2024-09-01,463,431,79,33
CLT003,REP20,TER-N1,Omeprazole,GI,2024-10-01,492,431,71,18
CLT003,REP20,TER-N1,Omeprazole,GI,2024-11-01,403,431,59,18
CLT003,REP20,TER-N1,Omeprazole,GI,2024-12-01,507,431,64,18
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-01-01,306,416,39,24
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-02-01,356,416,37,11
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-03-01,334,416,60,17
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-04-01,407,416,22,18
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-05-01,395,416,56,19
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-06-01,372,416,79,18
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-07-01,387,416,75,32
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-08-01,428,416,58,49
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-09-01,323,416,24,40
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-10-01,304,416,44,40
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-11-01,321,416,36,11
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2022-12-01,328,416,44,22
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-01-01,377,416,74,15
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-02-01,320,416,22,44
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-03-01,437,416,24,28
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-04-01,378,416,41,28
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-05-01,461,416,43,13
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-06-01,444,416,34,34
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-07-01,475,416,33,28
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-08-01,392,416,57,45
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-09-01,343,416,44,25
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-10-01,328,416,66,49
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-11-01,332,416,36,22
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2023-12-01,403,416,26,36
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-01-01,326,416,25,33
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-02-01,395,416,37,32
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-03-01,386,416,74,26
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-04-01,463,416,65,33
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-05-01,429,416,53,37
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-06-01,437,416,22,20
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-07-01,455,416,75,48
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-08-01,452,416,49,17
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-09-01,398,416,41,16
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-10-01,403,416,28,10
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-11-01,338,416,73,13
CLT003,REP20,TER-N1,Lisinopril,Cardiovascular,2024-12-01,359,416,54,12
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-01-01,378,516,36,33
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-02-01,487,516,71,32
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-03-01,416,516,69,24
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-04-01,551,516,34,15
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-05-01,582,516,74,17
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-06-01,538,516,34,12
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-07-01,590,516,53,33
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-08-01,538,516,59,41
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-09-01,486,516,53,24
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-10-01,460,516,63,23
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-11-01,440,516,73,16
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2022-12-01,350,516,48,40
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2023-01-01,426,516,33,17
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2023-02-01,427,516,46,11
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2023-03-01,512,516,75,39
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2023-04-01,520,516,48,29
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2023-05-01,639,516,54,46
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2023-06-01,569,516,35,26
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2023-07-01,589,516,49,15
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2023-08-01,578,516,36,48
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2023-09-01,498,516,35,46
CLT004,REP20,TER-S2,Losartan,Cardiovascular,2023-10-01,507,516,59,18
